Bulbasaur:Bulbasaur(1), Grass/Poison Type, HP 45, Attack 49, Defense 49, Sp. Attack 65, Sp. Defense 65, Speed 45§
mudkip:Mudkip(258), Water Type, HP 50, Attack 70, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 40§
marshtomp:Marshtomp(259), Water/Ground Type, HP 70, Attack 85, Defense 70, Sp. Attack 60, Sp. Defense 70, Speed 50§
swampert:Swampert(260), Water/Ground Type, HP 100, Attack 110, Defense 90, Sp. Attack 85, Sp. Defense 90, Speed 60§
poochyena:Poochyena(261), Dark Type, HP 35, Attack 55, Defense 35, Sp. Attack 30, Sp. Defense 30, Speed 35§
mightyena:Mightyena(262), Dark Type, HP 70, Attack 90, Defense 70, Sp. Attack 60, Sp. Defense 60, Speed 70§
zigzagoon:Zigzagoon(263), Normal Type, HP 38, Attack 30, Defense 41, Sp. Attack 30, Sp. Defense 41, Speed 60§
linoone:Linoone(264), Normal Type, HP 78, Attack 70, Defense 61, Sp. Attack 50, Sp. Defense 61, Speed 100§
wurmple:Wurmple(265), Bug Type, HP 45, Attack 45, Defense 35, Sp. Attack 20, Sp. Defense 30, Speed 20§
silcoon:Silcoon(266), Bug Type, HP 50, Attack 35, Defense 55, Sp. Attack 25, Sp. Defense 25, Speed 15§
beautifly:Beautifly(267), Bug/Flying Type, HP 60, Attack 70, Defense 50, Sp. Attack 100, Sp. Defense 50, Speed 65§
cascoon:Cascoon(268), Bug Type, HP 50, Attack 35, Defense 55, Sp. Attack 25, Sp. Defense 25, Speed 15§
dustox:Dustox(269), Bug/Poison Type, HP 60, Attack 50, Defense 70, Sp. Attack 50, Sp. Defense 90, Speed 65§
lotad:Lotad(270), Water/Grass Type, HP 40, Attack 30, Defense 30, Sp. Attack 40, Sp. Defense 50, Speed 30§
lombre:Lombre(271), Water/Grass Type, HP 60, Attack 50, Defense 50, Sp. Attack 60, Sp. Defense 70, Speed 50§
ludicolo:Ludicolo(272), Water/Grass Type, HP 80, Attack 70, Defense 70, Sp. Attack 90, Sp. Defense 100, Speed 70§
seedot:Seedot(273), Grass Type, HP 40, Attack 40, Defense 50, Sp. Attack 30, Sp. Defense 30, Speed 30§
nuzleaf:Nuzleaf(274), Grass/Dark Type, HP 70, Attack 70, Defense 40, Sp. Attack 60, Sp. Defense 40, Speed 60§
shiftry:Shiftry(275), Grass/Dark Type, HP 90, Attack 100, Defense 60, Sp. Attack 90, Sp. Defense 60, Speed 80§
taillow:Taillow(276), Normal/Flying Type, HP 40, Attack 55, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 85§
swellow:Swellow(277), Normal/Flying Type, HP 60, Attack 85, Defense 60, Sp. Attack 75, Sp. Defense 50, Speed 125§
wingull:Wingull(278), Water/Flying Type, HP 40, Attack 30, Defense 30, Sp. Attack 55, Sp. Defense 30, Speed 85§
pelipper:Pelipper(279), Water/Flying Type, HP 60, Attack 50, Defense 100, Sp. Attack 95, Sp. Defense 70, Speed 65§
ralts:Ralts(280), Psychic/Fairy Type, HP 28, Attack 25, Defense 25, Sp. Attack 45, Sp. Defense 35, Speed 40§
kirlia:Kirlia(281), Psychic/Fairy Type, HP 38, Attack 35, Defense 35, Sp. Attack 65, Sp. Defense 55, Speed 50§
gardevoir:Gardevoir(282), Psychic/Fairy Type, HP 68, Attack 65, Defense 65, Sp. Attack 125, Sp. Defense 115, Speed 80§
surskit:Surskit(283), Bug/Water Type, HP 40, Attack 30, Defense 32, Sp. Attack 50, Sp. Defense 52, Speed 65§
masquerain:Masquerain(284), Bug/Flying Type, HP 70, Attack 60, Defense 62, Sp. Attack 100, Sp. Defense 82, Speed 80§
shroomish:Shroomish(285), Grass Type, HP 60, Attack 40, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 35§
breloom:Breloom(286), Grass/Fighting Type, HP 60, Attack 130, Defense 80, Sp. Attack 60, Sp. Defense 60, Speed 70§
slakoth:Slakoth(287), Normal Type, HP 60, Attack 60, Defense 60, Sp. Attack 35, Sp. Defense 35, Speed 30§
vigoroth:Vigoroth(288), Normal Type, HP 80, Attack 80, Defense 80, Sp. Attack 55, Sp. Defense 55, Speed 90§
slaking:Slaking(289), Normal Type, HP 150, Attack 160, Defense 100, Sp. Attack 95, Sp. Defense 65, Speed 100§
nincada:Nincada(290), Bug/Ground Type, HP 31, Attack 45, Defense 90, Sp. Attack 30, Sp. Defense 30, Speed 40§
ninjask:Ninjask(291), Bug/Flying Type, HP 61, Attack 90, Defense 45, Sp. Attack 50, Sp. Defense 50, Speed 160§
shedinja:Shedinja(292), Bug/Ghost Type, HP 1, Attack 90, Defense 45, Sp. Attack 30, Sp. Defense 30, Speed 40§
whismur:Whismur(293), Normal Type, HP 64, Attack 51, Defense 23, Sp. Attack 51, Sp. Defense 23, Speed 28§
loudred:Loudred(294), Normal Type, HP 84, Attack 71, Defense 43, Sp. Attack 71, Sp. Defense 43, Speed 48§
exploud:Exploud(295), Normal Type, HP 104, Attack 91, Defense 63, Sp. Attack 91, Sp. Defense 73, Speed 68§
makuhita:Makuhita(296), Fighting Type, HP 72, Attack 60, Defense 30, Sp. Attack 20, Sp. Defense 30, Speed 25§
hariyama:Hariyama(297), Fighting Type, HP 144, Attack 120, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 50§
azurill:Azurill(298), Normal/Fairy Type, HP 50, Attack 20, Defense 40, Sp. Attack 20, Sp. Defense 40, Speed 20§
nosepass:Nosepass(299), Rock Type, HP 30, Attack 45, Defense 135, Sp. Attack 45, Sp. Defense 90, Speed 30§
skitty:Skitty(300), Normal Type, HP 50, Attack 45, Defense 45, Sp. Attack 35, Sp. Defense 35, Speed 50§
delcatty:Delcatty(301), Normal Type, HP 70, Attack 65, Defense 65, Sp. Attack 55, Sp. Defense 55, Speed 90§
sableye:Sableye(302), Dark/Ghost Type, HP 50, Attack 75, Defense 75, Sp. Attack 65, Sp. Defense 65, Speed 50§
mawile:Mawile(303), Steel/Fairy Type, HP 50, Attack 85, Defense 85, Sp. Attack 55, Sp. Defense 55, Speed 50§
aron:Aron(304), Steel/Rock Type, HP 50, Attack 70, Defense 100, Sp. Attack 40, Sp. Defense 40, Speed 30§
lairon:Lairon(305), Steel/Rock Type, HP 60, Attack 90, Defense 140, Sp. Attack 50, Sp. Defense 50, Speed 40§
aggron:Aggron(306), Steel/Rock Type, HP 70, Attack 110, Defense 180, Sp. Attack 60, Sp. Defense 60, Speed 50§
meditite:Meditite(307), Fighting/Psychic Type, HP 30, Attack 40, Defense 55, Sp. Attack 40, Sp. Defense 55, Speed 60§
medicham:Medicham(308), Fighting/Psychic Type, HP 60, Attack 60, Defense 75, Sp. Attack 60, Sp. Defense 75, Speed 80§
electrike:Electrike(309), Electric Type, HP 40, Attack 45, Defense 40, Sp. Attack 65, Sp. Defense 40, Speed 65§
manectric:Manectric(310), Electric Type, HP 70, Attack 75, Defense 60, Sp. Attack 105, Sp. Defense 60, Speed 105§
plusle:Plusle(311), Electric Type, HP 60, Attack 50, Defense 40, Sp. Attack 85, Sp. Defense 75, Speed 95§
minun:Minun(312), Electric Type, HP 60, Attack 40, Defense 50, Sp. Attack 75, Sp. Defense 85, Speed 95§
volbeat:Volbeat(313), Bug Type, HP 65, Attack 73, Defense 75, Sp. Attack 47, Sp. Defense 85, Speed 85§
illumise:Illumise(314), Bug Type, HP 65, Attack 47, Defense 75, Sp. Attack 73, Sp. Defense 85, Speed 85§
roselia:Roselia(315), Grass/Poison Type, HP 50, Attack 60, Defense 45, Sp. Attack 100, Sp. Defense 80, Speed 65§
gulpin:Gulpin(316), Poison Type, HP 70, Attack 43, Defense 53, Sp. Attack 43, Sp. Defense 53, Speed 40§
swalot:Swalot(317), Poison Type, HP 100, Attack 73, Defense 83, Sp. Attack 73, Sp. Defense 83, Speed 55§
carvanha:Carvanha(318), Water/Dark Type, HP 45, Attack 90, Defense 20, Sp. Attack 65, Sp. Defense 20, Speed 65§
sharpedo:Sharpedo(319), Water/Dark Type, HP 70, Attack 120, Defense 40, Sp. Attack 95, Sp. Defense 40, Speed 95§
wailmer:Wailmer(320), Water Type, HP 130, Attack 70, Defense 35, Sp. Attack 70, Sp. Defense 35, Speed 60§
wailord:Wailord(321), Water Type, HP 170, Attack 90, Defense 45, Sp. Attack 90, Sp. Defense 45, Speed 60§
numel:Numel(322), Fire/Ground Type, HP 60, Attack 60, Defense 40, Sp. Attack 65, Sp. Defense 45, Speed 35§
camerupt:Camerupt(323), Fire/Ground Type, HP 70, Attack 100, Defense 70, Sp. Attack 105, Sp. Defense 75, Speed 40§
torkoal:Torkoal(324), Fire Type, HP 70, Attack 85, Defense 140, Sp. Attack 85, Sp. Defense 70, Speed 20§
spoink:Spoink(325), Psychic Type, HP 60, Attack 25, Defense 35, Sp. Attack 70, Sp. Defense 80, Speed 60§
grumpig:Grumpig(326), Psychic Type, HP 80, Attack 45, Defense 65, Sp. Attack 90, Sp. Defense 110, Speed 80§
spinda:Spinda(327), Normal Type, HP 60, Attack 60, Defense 60, Sp. Attack 60, Sp. Defense 60, Speed 60§
trapinch:Trapinch(328), Ground Type, HP 45, Attack 100, Defense 45, Sp. Attack 45, Sp. Defense 45, Speed 10§
vibrava:Vibrava(329), Ground/Dragon Type, HP 50, Attack 70, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 70§
flygon:Flygon(330), Ground/Dragon Type, HP 80, Attack 100, Defense 80, Sp. Attack 80, Sp. Defense 80, Speed 100§
cacnea:Cacnea(331), Grass Type, HP 50, Attack 85, Defense 40, Sp. Attack 85, Sp. Defense 40, Speed 35§
cacturne:Cacturne(332), Grass/Dark Type, HP 70, Attack 115, Defense 60, Sp. Attack 115, Sp. Defense 60, Speed 55§
swablu:Swablu(333), Normal/Flying Type, HP 45, Attack 40, Defense 60, Sp. Attack 40, Sp. Defense 75, Speed 50§
altaria:Altaria(334), Dragon/Flying Type, HP 75, Attack 70, Defense 90, Sp. Attack 70, Sp. Defense 105, Speed 80§
zangoose:Zangoose(335), Normal Type, HP 73, Attack 115, Defense 60, Sp. Attack 60, Sp. Defense 60, Speed 90§
seviper:Seviper(336), Poison Type, HP 73, Attack 100, Defense 60, Sp. Attack 100, Sp. Defense 60, Speed 65§
lunatone:Lunatone(337), Rock/Psychic Type, HP 90, Attack 55, Defense 65, Sp. Attack 95, Sp. Defense 85, Speed 70§
solrock:Solrock(338), Rock/Psychic Type, HP 90, Attack 95, Defense 85, Sp. Attack 55, Sp. Defense 65, Speed 70§
barboach:Barboach(339), Water/Ground Type, HP 50, Attack 48, Defense 43, Sp. Attack 46, Sp. Defense 41, Speed 60§
whiscash:Whiscash(340), Water/Ground Type, HP 110, Attack 78, Defense 73, Sp. Attack 76, Sp. Defense 71, Speed 60§
corphish:Corphish(341), Water Type, HP 43, Attack 80, Defense 65, Sp. Attack 50, Sp. Defense 35, Speed 35§
crawdaunt:Crawdaunt(342), Water/Dark Type, HP 63, Attack 120, Defense 85, Sp. Attack 90, Sp. Defense 55, Speed 55§
baltoy:Baltoy(343), Ground/Psychic Type, HP 40, Attack 40, Defense 55, Sp. Attack 40, Sp. Defense 70, Speed 55§
claydol:Claydol(344), Ground/Psychic Type, HP 60, Attack 70, Defense 105, Sp. Attack 70, Sp. Defense 120, Speed 75§
lileep:Lileep(345), Rock/Grass Type, HP 66, Attack 41, Defense 77, Sp. Attack 61, Sp. Defense 87, Speed 23§
cradily:Cradily(346), Rock/Grass Type, HP 86, Attack 81, Defense 97, Sp. Attack 81, Sp. Defense 107, Speed 43§
anorith:Anorith(347), Rock/Bug Type, HP 45, Attack 95, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 75§
armaldo:Armaldo(348), Rock/Bug Type, HP 75, Attack 125, Defense 100, Sp. Attack 70, Sp. Defense 80, Speed 45§
feebas:Feebas(349), Water Type, HP 20, Attack 15, Defense 20, Sp. Attack 10, Sp. Defense 55, Speed 80§
milotic:Milotic(350), Water Type, HP 95, Attack 60, Defense 79, Sp. Attack 100, Sp. Defense 125, Speed 81§
castform:Castform(351), Normal Type, HP 70, Attack 70, Defense 70, Sp. Attack 70, Sp. Defense 70, Speed 70§
kecleon:Kecleon(352), Normal Type, HP 60, Attack 90, Defense 70, Sp. Attack 60, Sp. Defense 120, Speed 40§
shuppet:Shuppet(353), Ghost Type, HP 44, Attack 75, Defense 35, Sp. Attack 63, Sp. Defense 33, Speed 45§
banette:Banette(354), Ghost Type, HP 64, Attack 115, Defense 65, Sp. Attack 83, Sp. Defense 63, Speed 65§
duskull:Duskull(355), Ghost Type, HP 20, Attack 40, Defense 90, Sp. Attack 30, Sp. Defense 90, Speed 25§
dusclops:Dusclops(356), Ghost Type, HP 40, Attack 70, Defense 130, Sp. Attack 60, Sp. Defense 130, Speed 25§
tropius:Tropius(357), Grass/Flying Type, HP 99, Attack 68, Defense 83, Sp. Attack 72, Sp. Defense 87, Speed 51§
chimecho:Chimecho(358), Psychic Type, HP 75, Attack 50, Defense 80, Sp. Attack 95, Sp. Defense 90, Speed 65§
absol:Absol(359), Dark Type, HP 65, Attack 130, Defense 60, Sp. Attack 75, Sp. Defense 60, Speed 75§
wynaut:Wynaut(360), Psychic Type, HP 95, Attack 23, Defense 48, Sp. Attack 23, Sp. Defense 48, Speed 23§
snorunt:Snorunt(361), Ice Type, HP 50, Attack 50, Defense 50, Sp. Attack 50, Sp. Defense 50, Speed 50§
glalie:Glalie(362), Ice Type, HP 80, Attack 80, Defense 80, Sp. Attack 80, Sp. Defense 80, Speed 80§
spheal:Spheal(363), Ice/Water Type, HP 70, Attack 40, Defense 50, Sp. Attack 55, Sp. Defense 50, Speed 25§
sealeo:Sealeo(364), Ice/Water Type, HP 90, Attack 60, Defense 70, Sp. Attack 75, Sp. Defense 70, Speed 45§
walrein:Walrein(365), Ice/Water Type, HP 110, Attack 80, Defense 90, Sp. Attack 95, Sp. Defense 90, Speed 65§
clamperl:Clamperl(366), Water Type, HP 35, Attack 64, Defense 85, Sp. Attack 74, Sp. Defense 55, Speed 32§
huntail:Huntail(367), Water Type, HP 55, Attack 104, Defense 105, Sp. Attack 94, Sp. Defense 75, Speed 52§
gorebyss:Gorebyss(368), Water Type, HP 55, Attack 84, Defense 105, Sp. Attack 114, Sp. Defense 75, Speed 52§
relicanth:Relicanth(369), Water/Rock Type, HP 100, Attack 90, Defense 130, Sp. Attack 45, Sp. Defense 65, Speed 55§
luvdisc:Luvdisc(370), Water Type, HP 43, Attack 30, Defense 55, Sp. Attack 40, Sp. Defense 65, Speed 97§
bagon:Bagon(371), Dragon Type, HP 45, Attack 75, Defense 60, Sp. Attack 40, Sp. Defense 30, Speed 50§
shelgon:Shelgon(372), Dragon Type, HP 65, Attack 95, Defense 100, Sp. Attack 60, Sp. Defense 50, Speed 50§
salamence:Salamence(373), Dragon/Flying Type, HP 95, Attack 135, Defense 80, Sp. Attack 110, Sp. Defense 80, Speed 100§
beldum:Beldum(374), Steel/Psychic Type, HP 40, Attack 55, Defense 80, Sp. Attack 35, Sp. Defense 60, Speed 30§
metang:Metang(375), Steel/Psychic Type, HP 60, Attack 75, Defense 100, Sp. Attack 55, Sp. Defense 80, Speed 50§
metagross:Metagross(376), Steel/Psychic Type, HP 80, Attack 135, Defense 130, Sp. Attack 95, Sp. Defense 90, Speed 70§
regirock:Regirock(377), Rock Type, HP 80, Attack 100, Defense 200, Sp. Attack 50, Sp. Defense 100, Speed 50§
regice:Regice(378), Ice Type, HP 80, Attack 50, Defense 100, Sp. Attack 100, Sp. Defense 200, Speed 50§
registeel:Registeel(379), Steel Type, HP 80, Attack 75, Defense 150, Sp. Attack 75, Sp. Defense 150, Speed 50§
latias:Latias(380), Dragon/Psychic Type, HP 80, Attack 80, Defense 90, Sp. Attack 110, Sp. Defense 130, Speed 110§
latios:Latios(381), Dragon/Psychic Type, HP 80, Attack 90, Defense 80, Sp. Attack 130, Sp. Defense 110, Speed 110§
kyogre:Kyogre(382), Water Type, HP 100, Attack 100, Defense 90, Sp. Attack 150, Sp. Defense 140, Speed 90§
groudon:Groudon(383), Ground Type, HP 100, Attack 150, Defense 140, Sp. Attack 100, Sp. Defense 90, Speed 90§
rayquaza:Rayquaza(384), Dragon/Flying Type, HP 105, Attack 150, Defense 90, Sp. Attack 150, Sp. Defense 90, Speed 95§
jirachi:Jirachi(385), Steel/Psychic Type, HP 100, Attack 100, Defense 100, Sp. Attack 100, Sp. Defense 100, Speed 100§
deoxys:Deoxys(386), Psychic Type, HP 50, Attack 150, Defense 50, Sp. Attack 150, Sp. Defense 50, Speed 150§
turtwig:Turtwig(387), Grass Type, HP 55, Attack 68, Defense 64, Sp. Attack 45, Sp. Defense 55, Speed 31§
grotle:Grotle(388), Grass Type, HP 75, Attack 89, Defense 85, Sp. Attack 55, Sp. Defense 65, Speed 36§
torterra:Torterra(389), Grass/Ground Type, HP 95, Attack 109, Defense 105, Sp. Attack 75, Sp. Defense 85, Speed 56§
chimchar:Chimchar(390), Fire Type, HP 44, Attack 58, Defense 44, Sp. Attack 58, Sp. Defense 44, Speed 61§
monferno:Monferno(391), Fire/Fighting Type, HP 64, Attack 78, Defense 52, Sp. Attack 78, Sp. Defense 52, Speed 81§
infernape:Infernape(392), Fire/Fighting Type, HP 76, Attack 104, Defense 71, Sp. Attack 104, Sp. Defense 71, Speed 108§
piplup:Piplup(393), Water Type, HP 53, Attack 51, Defense 53, Sp. Attack 61, Sp. Defense 56, Speed 40§
prinplup:Prinplup(394), Water Type, HP 64, Attack 66, Defense 68, Sp. Attack 81, Sp. Defense 76, Speed 50§
empoleon:Empoleon(395), Water/Steel Type, HP 84, Attack 86, Defense 88, Sp. Attack 111, Sp. Defense 101, Speed 60§
starly:Starly(396), Normal/Flying Type, HP 40, Attack 55, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 60§
staravia:Staravia(397), Normal/Flying Type, HP 55, Attack 75, Defense 50, Sp. Attack 40, Sp. Defense 40, Speed 80§
staraptor:Staraptor(398), Normal/Flying Type, HP 85, Attack 120, Defense 70, Sp. Attack 50, Sp. Defense 60, Speed 100§
bidoof:Bidoof(399), Normal Type, HP 59, Attack 45, Defense 40, Sp. Attack 35, Sp. Defense 40, Speed 31§
bibarel:Bibarel(400), Normal/Water Type, HP 79, Attack 85, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 71§
kricketot:Kricketot(401), Bug Type, HP 37, Attack 25, Defense 41, Sp. Attack 25, Sp. Defense 41, Speed 25§
kricketune:Kricketune(402), Bug Type, HP 77, Attack 85, Defense 51, Sp. Attack 55, Sp. Defense 51, Speed 65§
shinx:Shinx(403), Electric Type, HP 45, Attack 65, Defense 34, Sp. Attack 40, Sp. Defense 34, Speed 45§
luxio:Luxio(404), Electric Type, HP 60, Attack 85, Defense 49, Sp. Attack 60, Sp. Defense 49, Speed 60§
luxray:Luxray(405), Electric Type, HP 80, Attack 120, Defense 79, Sp. Attack 95, Sp. Defense 79, Speed 70§
budew:Budew(406), Grass/Poison Type, HP 40, Attack 30, Defense 35, Sp. Attack 50, Sp. Defense 70, Speed 55§
roserade:Roserade(407), Grass/Poison Type, HP 60, Attack 70, Defense 65, Sp. Attack 125, Sp. Defense 105, Speed 90§
cranidos:Cranidos(408), Rock Type, HP 67, Attack 125, Defense 40, Sp. Attack 30, Sp. Defense 30, Speed 58§
rampardos:Rampardos(409), Rock Type, HP 97, Attack 165, Defense 60, Sp. Attack 65, Sp. Defense 50, Speed 58§
shieldon:Shieldon(410), Rock/Steel Type, HP 30, Attack 42, Defense 118, Sp. Attack 42, Sp. Defense 88, Speed 30§
bastiodon:Bastiodon(411), Rock/Steel Type, HP 60, Attack 52, Defense 168, Sp. Attack 47, Sp. Defense 138, Speed 30§
burmy:Burmy(412), Bug Type, HP 40, Attack 29, Defense 45, Sp. Attack 29, Sp. Defense 45, Speed 36§
wormadam:Wormadam(413), Bug/Grass Type, HP 60, Attack 59, Defense 85, Sp. Attack 79, Sp. Defense 105, Speed 36§
mothim:Mothim(414), Bug/Flying Type, HP 70, Attack 94, Defense 50, Sp. Attack 94, Sp. Defense 50, Speed 66§
combee:Combee(415), Bug/Flying Type, HP 30, Attack 30, Defense 42, Sp. Attack 30, Sp. Defense 42, Speed 70§
vespiquen:Vespiquen(416), Bug/Flying Type, HP 70, Attack 80, Defense 102, Sp. Attack 80, Sp. Defense 102, Speed 40§
pachirisu:Pachirisu(417), Electric Type, HP 60, Attack 45, Defense 70, Sp. Attack 45, Sp. Defense 90, Speed 95§
buizel:Buizel(418), Water Type, HP 55, Attack 65, Defense 35, Sp. Attack 60, Sp. Defense 30, Speed 85§
floatzel:Floatzel(419), Water Type, HP 85, Attack 105, Defense 55, Sp. Attack 85, Sp. Defense 50, Speed 115§
cherubi:Cherubi(420), Grass Type, HP 45, Attack 35, Defense 45, Sp. Attack 62, Sp. Defense 53, Speed 35§
cherrim:Cherrim(421), Grass Type, HP 70, Attack 60, Defense 70, Sp. Attack 87, Sp. Defense 78, Speed 85§
shellos:Shellos(422), Water Type, HP 76, Attack 48, Defense 48, Sp. Attack 57, Sp. Defense 62, Speed 34§
gastrodon:Gastrodon(423), Water/Ground Type, HP 111, Attack 83, Defense 68, Sp. Attack 92, Sp. Defense 82, Speed 39§
ambipom:Ambipom(424), Normal Type, HP 75, Attack 100, Defense 66, Sp. Attack 60, Sp. Defense 66, Speed 115§
drifloon:Drifloon(425), Ghost/Flying Type, HP 90, Attack 50, Defense 34, Sp. Attack 60, Sp. Defense 44, Speed 70§
drifblim:Drifblim(426), Ghost/Flying Type, HP 150, Attack 80, Defense 44, Sp. Attack 90, Sp. Defense 54, Speed 80§
buneary:Buneary(427), Normal Type, HP 55, Attack 66, Defense 44, Sp. Attack 44, Sp. Defense 56, Speed 85§
lopunny:Lopunny(428), Normal Type, HP 65, Attack 76, Defense 84, Sp. Attack 54, Sp. Defense 96, Speed 105§
mismagius:Mismagius(429), Ghost Type, HP 60, Attack 60, Defense 60, Sp. Attack 105, Sp. Defense 105, Speed 105§
honchkrow:Honchkrow(430), Dark/Flying Type, HP 100, Attack 125, Defense 52, Sp. Attack 105, Sp. Defense 52, Speed 71§
glameow:Glameow(431), Normal Type, HP 49, Attack 55, Defense 42, Sp. Attack 42, Sp. Defense 37, Speed 85§
purugly:Purugly(432), Normal Type, HP 71, Attack 82, Defense 64, Sp. Attack 64, Sp. Defense 59, Speed 112§
chingling:Chingling(433), Psychic Type, HP 45, Attack 30, Defense 50, Sp. Attack 65, Sp. Defense 50, Speed 45§
stunky:Stunky(434), Poison/Dark Type, HP 63, Attack 63, Defense 47, Sp. Attack 41, Sp. Defense 41, Speed 74§
skuntank:Skuntank(435), Poison/Dark Type, HP 103, Attack 93, Defense 67, Sp. Attack 71, Sp. Defense 61, Speed 84§
bronzor:Bronzor(436), Steel/Psychic Type, HP 57, Attack 24, Defense 86, Sp. Attack 24, Sp. Defense 86, Speed 23§
bronzong:Bronzong(437), Steel/Psychic Type, HP 67, Attack 89, Defense 116, Sp. Attack 79, Sp. Defense 116, Speed 33§
bonsly:Bonsly(438), Rock Type, HP 50, Attack 80, Defense 95, Sp. Attack 10, Sp. Defense 45, Speed 10§
mimejr.:Mime Jr.(439), Psychic/Fairy Type, HP 20, Attack 25, Defense 45, Sp. Attack 70, Sp. Defense 90, Speed 60§
happiny:Happiny(440), Normal Type, HP 100, Attack 5, Defense 5, Sp. Attack 15, Sp. Defense 65, Speed 30§
chatot:Chatot(441), Normal/Flying Type, HP 76, Attack 65, Defense 45, Sp. Attack 92, Sp. Defense 42, Speed 91§
spiritomb:Spiritomb(442), Ghost/Dark Type, HP 50, Attack 92, Defense 108, Sp. Attack 92, Sp. Defense 108, Speed 35§
gible:Gible(443), Dragon/Ground Type, HP 58, Attack 70, Defense 45, Sp. Attack 40, Sp. Defense 45, Speed 42§
gabite:Gabite(444), Dragon/Ground Type, HP 68, Attack 90, Defense 65, Sp. Attack 50, Sp. Defense 55, Speed 82§
garchomp:Garchomp(445), Dragon/Ground Type, HP 108, Attack 130, Defense 95, Sp. Attack 80, Sp. Defense 85, Speed 102§
munchlax:Munchlax(446), Normal Type, HP 135, Attack 85, Defense 40, Sp. Attack 40, Sp. Defense 85, Speed 5§
riolu:Riolu(447), Fighting Type, HP 40, Attack 70, Defense 40, Sp. Attack 35, Sp. Defense 40, Speed 60§
lucario:Lucario(448), Fighting/Steel Type, HP 70, Attack 110, Defense 70, Sp. Attack 115, Sp. Defense 70, Speed 90§
